case_number,company_name,clean_name_1,clean_name_2,emp_1_city,emp_1_state,emp_1_zip,scrape_status
12-RC-112104,"JWM Support Services, Inc.",,,Pompano Beach,FL,33060,
12-RC-113181,Office and Professional Employees International Union,,,,,,
12-RC-113487,Rural/Metro Corporation of Florida,,,BUSHNELL,FL,33513,
12-RC-113687,"Primeflight Aviation Services, Inc.",Primeflight,,San Juan,PR,937,
12-RC-113987,BAE Systems Southeast Shipyards Jacksonville and BAE Systems Southeast Shipyards Jacksonville Mayport LLC,,,JACKSONVILLE,FL,32226,
12-RC-114350,"Atlantis Health Care Group, ( P.R.), Inc.",,, Just Station,PR,978,
12-RC-114502,Bombardier Transportation Services USA Corporation,bombardier,,HORSHAM,PA,19044,
12-RC-116985,"SARTON DOMINICANA, S.A.S.",,,Carolina,PR,982,
12-RC-118639,"ISS Facility Services Holding, Inc.",,,Gainesville,FL,32641,
12-RC-118802,MARRIOTT P.R. MANAGEMENT CORPORATION d/b/a SAN JUAN MARRIOTT AND STELLARIS CASINO,Marriott,,San Juan,PR,902,
12-RC-118814,"SMG PUERTO RICO, II LP PUERTO RICO CONVENTION CENTER",SMG,,San Juan,PR,910,
12-RC-119857,"Sarton Dominicana, S.A.S.",,,Carolina,PR,982,
12-RC-120135,"Consolidated Waste Services, Inc.",,,San Juan,PR,908,
12-RC-120320,"Healthcare Services Group, Inc.",Healthcare services,,TAMARAC,FL,33321,
12-RC-121467,"Atlantis Health Care Group, (PR), Inc. d/b/a The Renal Center of Caguas",,, Just Station,PR,978,
12-RC-121659,Enterprise Car Rental,,,ORLANDO,FL,32827,
12-RC-122638,"SMG Puerto Rico II, LP",SMG,,San Juan,PR,907,
12-RC-123841,"CIRCO GROUP, LLC d/b/a ""Circo Bar""",,,Santurce,PR,907,
12-RC-124159,Bombardier Mass Transit Corporation,bombardier,,Horsham,PA,19044,
12-RC-125057,"ATLANTIS HEALTH CARE GROUP, P.R., INC.",,,Saint Just,PR,978,
12-RC-125807,Cooperativa de Ahorro y Credito de Añasco,,,asco,PR,610,
12-RC-126265,"Preferred Rentals, Inc. d/b/a Hertz",,,Kingshill,VI,851,
12-RC-126705,Comcast Corporation,Comcast,,Davie,FL,33328,
12-RC-127183,"Marriott Hotel Management Corporation (Virgin Islands), Inc. d/b/a Marriot Frenchman's Reef Resort and Morning Star and Beach",Marriott,, Thomas,VI,802,
12-RC-127225,"Hilton Grand Vacations Management, LLC d/b/a Parc Soleil by Hilton Grand Vacations Club",,,Orlando,FL,32836,
12-RC-127404,"ALTOL PETROLEUM PRODUCTS SERVICE, INC.",,,Mercedita,PR,715,
12-RC-127729,Unidad Laboral de Enfermeras(os) y Empleados de la Salud,,,San Juan,PR,918,
12-RC-129030,"Akal Security, Inc.",,,Addsison,TX,75001,
12-RC-130129,"North Fort Myers Facility Operations, LLC, d/b/a Consulate Health Care of North Fort Myers",consulate health,ashland nursing,North Fort Myers,FL,33903,
12-RC-130317,Waste Collection,,,San Juan,PR,725,
12-RC-130596,"UPS SUPPLY CHAIN SOLUTIONS, INC.",UPS,,Carolina,PR,984,
12-RC-133039,"Akal Security, Inc.",,,Addsison,TX,75001,
12-RC-133631,"Desarrolladora Del Norte S en C, S.E. d/b/a Hotel Gran Melia Golf Resort of Puerto Rico",DSC ,D S C ,Rio Grande,PR,745,
12-RC-134431,FLORIDA POWER AND LIGHT COMPANY,,,Juno Beach,FL,33408,
12-RC-136034,Giddens Security Corporation,,,,,,
12-RC-136304,"Jet Professionals, LLC",,,Mac Dill AFB,FL,33621,
12-RC-136658,Bombardier Mass Transit Corp.,bombardier,,Horsham,PA,19044,
12-RC-137010,"SWISSPORT CARGO SERVICES, LP",,,Miami,FL,33126,
12-RC-137440,Bombardier Mass Transit Corporation,bombardier,,Sanford,FL,32771,
12-RC-137757,"KEOLIS TRANSIT AMERICA, INC.",,,Los Angeles,CA,90045,
12-RC-137974,"Atlantis Health Care Group, P.R., Inc. d/b/a The Renal Center of Toa Baja",,, Just Station,PR,978,
12-RC-139665,"PRE-CAST SPECIALTIES, INC.",,,Pompano Beach,FL,33064,
12-RC-139868,Con-way Freight Inc.,Con-way,,Miami Lakes,FL,33014,
12-RC-140111,Tampa Electric Company d/b/a TECO Peoples Gas,,,Sarasota,FL,34240,
12-RC-142358,Hilton Worldwide International Puerto Rico LLC d/b/a Hotel San Juan Resort & Casino,,,San Juan,PR,902,
12-RC-143409,Dollar Thrifty Automotive Group,,,Orlando,FL,32837,
12-RC-143936,"E.C. WASTE, LLC.",,,Punta Santiago,PR,741,
12-RC-144113,"UPS Cartage Service, Inc.",UPS,,Orlando,FL,32809,
12-RC-144524,"Puma Energy Caribe, LLC",,,San Juan,PR,922,
12-RC-144527,Eurest Services,,,Jupiter,FL,33478,
12-RC-145167,"Atlantis Health Care Group (Puerto Rico), Inc. d/b/a The Renal Center of Isabela",,, Just Station,PR,978,
12-RC-145348,"Maruti Fleet & Management, LLC",,,Fort Lauderdale,FL,33315,
12-RC-145733,Bombardier Mass Transportation Corp.,bombardier,,Miami,FL,33147,
12-RC-146314,"Alutiiq Technical Services, LLC",Alutiiq,DECO,Chesapeake,VA,23320,
12-RC-146356,Walgreens Co.,,,Jupiter,FL,33478,
12-RC-146978,"Swissport SAUSA, LLC",,,Miami,FL,33122,
12-RC-147392,Tyco Integrated Security,Tyco security,Tyco,Miramar,FL,33025,
12-RC-148319,"Atlantis Health Care Group (Puerto Rico), Inc.",,, Just Station,PR,978,
12-RC-149344,"El Coqui Landfill Company, LLC",,,Punta Santiago,PR,741,
12-RC-151061,"Argos Cement, LLC",,,Newberry,FL,32669,
12-RC-151666,"50 State Security, Inc.",,,North Miami,FL,33161,
12-RC-153509,"EC Waste, LLC/ Alabama Waste Disposal Solutions, LLC",,,Punta Santiago,PR,741,
12-RC-153715,Argos Ready Mix LLC,,,Naples,FL,34104,
12-RC-153940,"Securitas Critical Infrastructure Services, Inc.",Securitas,,Chicago,IL,60601,
12-RC-155022,Dollar Thrifty Automotive Group,,,Orlando,FL,32821,
12-RC-155180,"First Transit, Inc.",First Transit,,Dania Beach,FL,33304,
12-RC-155637,"Centro Médico del Turabo, Inc. d/b/a HIMA San Pablo Cupey",,,CAGUAS,PR,726,
12-RC-155639,"Centro Médico del Turabo, Inc. d/b/a HIMA San Pablo Cupey",,,CAGUAS,PR,726,
12-RC-155917,"AT&T of the Virgin Islands, Inc.",,,Bedminster,NJ,7921,
12-RC-158087,"Allied Waste of Ponce, Inc.",Allied Waste,Republic Service,Toa Baja,PR,950,
12-RC-159250,"Bobby Dodd Institute, Inc.",,,Moody AFB,GA,31699,
12-RC-159482,"Uno Digital, Corp.",Uno,,SAN JUAN,PR,921,
12-RC-159739,"Hawthorne Services, Inc.",,,Boca Chica,FL,33043,
12-RC-160087,TECO Peoples Gas,,,North Miami Beach,FL,33162,
12-RC-161117,"Island Can Caribbean, Inc.",,,n,PR,960,
12-RC-163129,"The Cogar Group, LTD.",,,Falls Church,VA,22044,
12-RC-164894,"DynCorp International, LLC",DynCorp,,Patrick AFB,FL,32925,
12-RC-164942,Sikorsky Aircraft Corporation,,,Key West,FL,33040,
12-RC-168871,"Stericycle of Puerto Rico, Inc.",,,Carolina,PR,988,
12-RC-168919,"Allied Waste of Puerto Rico, Inc.",Allied Waste,Republic Service,Toa Baja,PR,950,
12-RC-169738,Precision Elevator System and Services Corp.,,,San Juan,PR,915,
12-RC-170829,Lockheed Martin,Lockheed,,Moody AFB,GA,31699,
12-RC-171050,"VCNA Prestige Concrete Products, Inc.",VCNA,,Kissimmee,FL,32828,
12-RC-171578,First Group d/b/a First Transit,First Transit,,Dania Beach,FL,33304,
12-RC-173951,Betterroads Asphalt Corp.,,, THOMAS,VI,803,
12-RC-174554,2826 Cleveland Avenue Operations LLC d/b/a Heritage Park Rehabilitation and Healthcare,,,Maitland,FL,32751,
12-RC-175145,"ATLANTIS HEALTH CARE GROUP (PUERTO RICO), INC. D/B/A THE RENAL CENTER OF GUAYNABO",,,Saint Just,PR,978,
12-RC-176657,"Whole Foods Market Group, Inc.",,,Pompano Beach,FL,33069,
12-RC-176916,"Sovereign Healthcare of Orange City, LLC d/b/a Orange City Nursing Home & Rehab Center",Dawn-Ra,Orange Rehab,Debary,FL,32713,
12-RC-178976,Bombardier Mass Transit Corporation,bombardier,,Sanford,FL,32771,
12-RC-180289,"CA Florida Holdings, Inc. dba Lakeland Ledger and News Chief",,,Winter Haven,FL,33881,
12-RC-180900,"CSRA, Inc.",CSRA,,Jacksonville,FL,32212,
12-RC-181718,"United Paradyne Corporation and Maytag Aircraft Corporation, Joint Employers",,,Jacksonville,FL,32212,
12-RC-182254,"Swissport SAUSA, LLC",,,Orlando,FL,32827,
12-RC-183969,"Swissport Cargo Services, LP",,,Miami,FL,33126,
12-RC-184186,"Fox Rent-A-Car, Inc.",,,Fort Lauderdale,FL,33316,
12-RC-186191,"Puma Energy Caribe, LLC",,,San Juan,PR,922,
12-RC-189491,"Telemundo Television Studios, LLC",,,New York,NY,10112,
12-RC-189853,"Correct Care, LLC d/b/a Correct Care Recovery Solutions",,,Nashville,TN,37217,
12-RC-189950,PAE Aviation & Technical Services,PAE Aviation,,Fort Worth,TX,76116,
12-RC-191338,"ASRC FEDERAL FIELD SERVICES, LLC",,,Avon Park,FL,33825,
12-RC-191766,Coqui.Net Corporation,,,Hato Rey,PR,919,
12-RC-191781,Coqui.Net Corporation,,,Hato Rey,PR,919,
12-RC-192227,LB&B Associates Inc.,LB B associates,LB&B,Columbia,MD,21046,
12-RC-196244,"EcoElectrica, LP",,,Pe Uelas,PR,624,
12-RC-197840,"SDH Services West, LLC, also known as SODEXOMAGIC",sdh,sodexo,Lake Buena Vista,FL,32830,
12-RC-198248,"Avis Budget Car Rental, LLC",budget avis,avis,Orlando,FL,32827,
12-RC-199260,Tropigas de Puerto Rico Inc.,,,Bayamon,PR,961,
12-RC-200160,"Ranger American Armored Services, Inc.",,,San Juan,PR,929,
12-RC-200424," CH2M HILL Puerto Rico, Inc.",,,San Juan,PR,936,
12-RC-200469,Bombardier Mass Transit Corporation,bombardier,,Sanford,FL,32771,
12-RC-202290,"Community Legal Services of Mid-Florida, Inc.",Legal Services,,Ocala,FL,34471,
12-RC-202757,Bombardier Mass Transit Corporation,bombardier,,Sanford,FL,32771,
12-RC-203345,"American Paragon Protective Services, LLC",paragon ,,Tallahassee,FL,32301,
12-RC-203349,"American Paragon Protective Services, LLC",paragon ,,Austin,TX,78752,
12-RC-203988,"G4S Secure Solutions (USA), Inc.",G4s,,Homestead,FL,33035,
12-RC-204150,"Aluma Systems Concrete Construction, LLC",,,Tampa,FL,33610,
12-RC-206325,"AECOM d/b/a URS Federal Services, Inc.",URS Federal,,Altoona,FL,32702,
12-RC-207655,"DNC Parks & Resorts at KSC, Inc.",,,,,,
12-RC-210322,"High Tech Engineering, Inc. d/b/a High Tech Locating",,,Miami,FL,33186,
12-RC-211535,"Consolidated Waste Services, LLC",,,Gurabo,PR,778,
12-RC-211751,Bombardier Mass Transit Corporation,bombardier,,Sanford,FL,32771,
12-RC-217160,"Coca-Cola Beverages of Florida, LLC",Coca Cola,,Hollywood,FL,33021,
12-RC-217988,"A. Harold and Associates, LLC",,,,,,
12-RC-219958,"Borden Dairy Company of Florida, LLC",,,North Miami Beach,FL,33162,
12-RC-220133,"National Mentor Healthcare, LLC d/b/a Florida Mentor",,,Lantana,FL,33462,
12-RC-220821,"Coca-Cola Beverages of Florida, LLC",Coca Cola,,Miami,FL,33177,
12-RC-220949,"Bering Sea Environmental, LLC",,, Key West,FL,33040,
12-RC-221694,"Puma  Energy Caribe, LLC",,,San Juan,PR,922,
12-RC-222272,"CA Florida Holdings, Inc. d/b/a The Florida Times-Union",,,Jacksonville,FL,32202,
12-RC-224280,"Florida Beef, Inc.",,,Zolfo Springs,FL,33890,
12-RC-224587,Centerra Group,centerra,,Palm Beach Gardens,FL,33418,
12-RC-226706,Suiza Dairy Corporation,,,,,,
12-RC-226734,Neva Plastics Manufactuing Corporation,,,San Juan,PR,936,
12-RC-227781,"CEMEX Construction Materials Florida, LLC",,,Brooksville,FL,34601,
12-RC-228269,"Lee County Electric Cooperative, Inc.",,,North Fort Myers,FL,33917,
12-RC-228892,"Fox Sports Net Florida, Inc.",,,LOS ANGELES,CA,90067,
12-RC-230389,"Hospital San Carlos Borromeo, Inc.",,,MOCA,PR,733,
12-RC-230899,"Triumph Aerostructures, LLC",,,Stuart,FL,34996,
12-RC-231088,"Sefardik Associates, LLC d/b/a The Nursing Center at Mercy",Mercy ,,Miami,FL,33133,
12-RC-234768,"Metropolitan Security Services, Inc. d/b/a Walden Security",,,San Juan,PR,918,
12-RC-235462,"ASRC Federal Data Solutions, LLC",,,Colorado Springs,CO,80920,
12-RC-236474,"Garments and Embroideries, Puerto Rico, LLC",,,n,PR,959,
12-RC-238280,"Stericycle of Puerto Rico, Inc.",,,Carolina,PR,988,
12-RC-238646,The Hertz Corporation,,,Ft Lauderdale,FL,33315,
12-RC-240606,Badger Daylighting Corporation,badger daylighting,,West Palm Beach,FL,33411,
12-RC-241271,"Avis Car Rental System, LLC",budget avis,avis,West Palm Beach,FL,33406,
12-RC-242331,"Puma Energy Caribe, LLC",,,San Juan,PR,922,
12-RC-243318,Badger Daylighting Corporation,badger daylighting,,Wheaton,IL,60189,
12-RC-244144,The Hertz Corporation,,,Ft Lauderdale,FL,33315,
12-RC-244554,"AN Luxury Imports of Pembroke Pines, Inc. d/b/a Autonation Mercedes-Benz Pembroke Pines",Jaguar Land Rover,Luxury Imports,Pembroke Pines,FL,33027,
12-RC-250741,"United Natural Foods, Inc.",,,Quincy,FL,32351,
12-RC-252190,"Healthcare Services Group, Inc.",Healthcare services,,North Fort Myers,FL,38903,
12-RC-254942,Waste Collection Corp.,,,San Juan,PR,725,
12-RC-255599,"Range Generation Next, LLC",,,Patrick Air Force Base,FL,32925,
12-RC-255997,"Arr-Maz Products, Limited Partnership",,,Mulberry,FL,33860,
12-RC-256207,Petro-Taino Transport Corp.,,,uelas,PR,624,
12-RC-256465,"Coast to Coast Legal Aid of South Florida, Inc.",Legal Aid,,Plantation,FL,33317,
12-RC-256556,"CA Florida Holdings, LLC d/b/a The Palm Beach Post and Palm Beach Daily News",,,West Palm Beach,FL,33405,
12-RC-257536,"Range Generation Next, LLC",,,Patrick AFB,FL,32925,
12-RC-257857,"Morrison Management Specialists, Inc. d/b/a Morrison Healthcare",,,Palm beach Gardens,FL,33410,
12-RC-258326,"MyCity Transportation, LLC",,,Fort Lauderdale,FL,33312,
12-RC-260930,"Oracle Elevator Holdco, Inc.",,,Miami,FL,33122,
12-RC-261813,"I-Tech Services, LLC",,, Croix,VI,820,
12-RC-262513,"Ryder Integrated Logistics, Inc.",Ryder,,Southwest Ranches,FL,33332,
12-RC-263266,"Chenega Infinity, LLC (Kennedy Space Center)",Chenega,Chenega Security,Kennedy Space Center,FL,32815,
12-RC-263625,"Aramark Uniform & Career Apparel, LLC",Aramark,,Jacksonville,FL,32254,
12-RC-264545,"MV Transportation, Inc.",,, Lucie,FL,34986,
12-RC-277325,"Intermodal Mexico USA, LLC",,,Miami Springs,FL,33166,
12-RC-279295,"Intermodal Mexico USA, LLC",,,Miami Springs,FL,33166,
12-RC-279412,"AmeriGas Propane, Inc.",Amerigas Propane,,Ocala,FL,34475,
12-RC-279895,"Wellpath, LLC",,,Florida City,FL,33034,
12-RC-281816,"Liga Puertorriqueña Contra el Cancer, Inc. d/b/a/ Hospital Oncologico",,,San Juan,PR,919,
12-RC-283998,Fideicomiso Olímpico de Puerto Rico y/o Albergue Olímpico  de Puerto Rico,,,Salinas,PR,751,
12-RC-288469,"Ryder Integrated Logistics, Inc.",Ryder,,Southwest Ranches,FL,33332,
12-RC-289691,Bombardier Mass Transit Corporation,bombardier,,Sanford,FL,32771,
12-RC-291863,Badger Daylighting Corp.,badger daylighting,,Fort Pierce,FL,34981,
12-RC-292241,"Range Generation Next, LLC",,,Patrick Space Force Base,FL,32925,
12-RC-292442,"Hospital General de Castañer Inc., d/b/a Policlínica Castañer de Jayuya",,,Castaner,PR,631,
12-RC-292466,"Hospital General de Castañer, Inc., d/b/a Policlinica Castaner De Jayuya",,,Castaner,PR,631,
12-RC-292493,"Grifols Shared Services North America, Inc.",,,Gainesville,FL,32609,
12-RC-292993,"Michael Stapleton Associates, LTD., d/b/a MSA Security, an Allied Universal Company",Michael Stapleton,MSA Security,Conshohocken,PA,19428,
12-RC-293369,Professional Security Consultants d/b/a Professional Security Concepts,,,Los Angeles,CA,90049,
12-RC-294754,Badger Daylighting Corp.,badger daylighting,,Orange City,FL,32763,
12-RC-296389,"Diamond Sports Sun, LLC d/b/a Bally Sports Florida",,,Fort Lauderdale,FL,33394,
12-RC-302408,ADC LTD NM,,,Carolina,PR,979,
12-RC-302648,Titan Florida LLC d/b/a Titan Concrete,,,Fort Lauderdale,FL,33315,
12-RC-304193,"Ranger American Armored Services, Inc.",,,San Juan,PR,924,
12-RC-305847,"Bio-Medical Applications of Arecibo, lnc. d/b/a Fresenius Kidney Care Rio Piedras",,,San Juan,PR,919,
12-RC-306026,"Aramark Uniform & Career Apparel, LLC",Aramark,,Thomasville,GA,31792,
13-RC-021580,Hampton Inn Chicago - O'Hare International Airport,SOHO 54,Hampton Inn,Schiller Park,IL,60176,
13-RC-021632,"Durham School services, LLC",Durham School,murphy bus,Downers Gove,IL,60515,
13-RC-021777,"E.A. Sween, Co.",,,,,,
13-RC-021794,"Calumet River Fleeting, Inc.",,,Chicago,IL,60617,
13-RC-021811,Coastal Foods,,,Bolingbrook,IL,60440,
13-RC-021812,Aramark Cleanroom Services Inc.,Aramark,,Darien,IL,60561,
13-RC-021819,The Corey Steel Co.,,,Cicero,IL,60804,
13-RC-021821,First Student,First Student,,Glen Ellyn,IL,60137,
13-RC-021824,Veolia ES North America,veolia,,Schererville,IN,46375,
13-RC-021831,"Visage, Inc.",,,Niles,IL,60714,
13-RC-021834,Ideal Vending Services,,,Bridgeview,IL,60455,
13-RC-021836,Spirit Trucking Company,,,Chicago,IL,60638,
13-RC-021837,Classic Party Rentals,,,Countryside,IL,60525,
13-RC-021847,"Titan Outdoor, LLC",,,Chicago,IL,60606,
13-RC-021848,Central Freight Lines Inc.,,,Bolingbrook,IL,60440,
13-RC-021851,Graham's Trucking & Excavating,,,,,,
13-RC-021854,The Woodlawn Community Development Corp.,,,Gary,IN,46402,
13-RC-021857,"Modern Hard Chrome of Indiana, Inc.",,,East Chicago,IN,46312,
13-RC-021858,219 E. LakeShore Comdominium Association,,,Chicago,IL,60611,
13-RC-021859,United Conveyor Supply Company,,,Melrose Park,IL,60160,
13-RC-021862,Reinhart Food Service,Reinhart Food,,University Park,IL,60484,
13-RC-021870,"First Student, Inc.",First Student,,Overland Park,IL,60525,
13-RC-021871,"B & R Oil Co., Inc. d/b/a Atlas Oil Co.",,,Hammond,IN,46320,
13-RC-021873,Lee Technologies at CHI Microsoft,,,Northlake,IL,60164,
13-RC-021874,"REO Movers & Van Lines, Inc.l",,,Chicago,IL,60637,
13-RC-021876,Elmwood Terrace Healthcare Center,,,Aurora,IL,60506,
13-RC-021877,"RichLee Van, Inc. (Arlington Heights)",,,Arlington Heights,IL,60005,
13-RC-021909,Ruan,,,Grayslake,IL,60030,
13-RC-021917,"KHRG State Street, LLC",,,San Francisco,CA,94108,
13-RC-021920,Tredroc/Tredroc Tire Services,,,Griffith,IN,46319,
13-RC-021922,Univar USA,,,Summit Argo,IL,60501,
13-RC-021924,Saint Xavier Board of Trustees,,,Chicago,IL,60655,
13-RC-021925,First Student/Hodgkins,First Student,,Overland Park,IL,60525,
13-RC-021931,Berkshire Refrigerated Service,berkshire,,Chicago,IL,60609,
13-RC-021933,Philip Services Corporation,,,Chicago,IL,60628,
13-RC-021934,Durham School Services/Jones Sch Bus Srv,Durham School,murphy bus,Antioch,IL,60002,
13-RC-021938,Sodexo Corporation,Sodexo,,,,,
13-RC-021940,"Cobra Source, Inc. ",,,Grayslake,IL,60030,
13-RC-021943,Erie Centre Condominium Association,,,Chicago,IL,60654,
13-RC-021945,Rhodia,,,University Park,IL,60484,
13-RC-021946,The Wit Hotel,,,Chicago,IL,60601,
13-RC-021947,"Midwest Transportation and Logistics, Inc.",,,East Dundee,IL,60118,
13-RC-021953,"PNS Management, LLC",,,Chicago,IL,60654,
13-RC-021954,SERVSTEEL INC.,,,Merrillville,IN,46410,
13-RC-021957,St. Charles Buick GMC,,,Saint Charles,IL,60174,
13-RC-021962,CBS Broadcasting Inc. d/b/a WBBM,CBS,KYW,Chicago,IL,60611,
13-RC-021964,"Daniel's Sharpsmart, Inc.",,,Gary,IN,46402,
13-RC-021982,"Road Fabric, Inc.",,,Carol Stream,IL,60188,
13-RC-021983,Banner Services Corporation,,,Carol Stream,IL,60188,
13-RC-021987,Chicago International Trucks,,,Carol Stream,IL,60188,
13-RC-021990,"Seimens Energy & Automation, Inc. and Winergy Drives Systems Corp.",,,Elgin,IL,60124,
13-RC-021991,Staybridge Suites,,,Lincolnshire,IL,60069,
13-RC-021992,Jones School Bus Co./Durham School Services,durham school,,Lake Villa,IL,60046,
13-RC-021993,U.S. Flame Services,,,Portage,IN,46368,
13-RC-022004,"Marriott Hotel Services, Inc.",Marriott,,Lincolnshire,IL,60069,
13-RC-022010,"Kresser Precision Industries, Inc.",,,Sycamore,IL,60178,
13-RC-022011,The Allendale Assocation,,,Lake Villa,IL,60046,
13-RC-022013,Center Home for the Hispanic Elderly,,,Chicago,IL,60608,
13-RC-022014,"Take Care Health Illinois, Inc.",,,Conshohocken,PA,19428,
13-RC-022018,Tractor Company d/b/a CCS Trucking,,,Naperville,IL,60565,
13-RC-022020,Martin Nissan,,,Skokie,IL,60077,
13-RC-022022,JanTech Building Services,,,Independence,OH,44131,
13-RC-022024,Rhodia,,,University Park,IL,60484,
13-RC-022033,"The Grove of Evanston Nursing & Rehab Center, LLC",,,Evanston,IL,60202,
13-RC-022036,"DuraTherm, Inc.",,,Houston,TX,77258,
13-RC-022037,"Little America Restaurant, Inc.",,,Mount Prospect,IL,60056,
13-RC-022039,White Lodging Services Corporation d/b/a Courtyard Hotel,,,Schaumburg,IL,60173,
13-RC-060498,Tee Jay Service Co.,,,Batavia,IL,60510,
13-RC-060669,"CBS Radio East, Inc. d/b/a WSCR 670 The Score",CBS,KYW,Chicago,IL,60601,
13-RC-060791,AlliedBarton Security Services LLC,alliedbarton,,Orland Park,IL,60462,
13-RC-061221,"Construction and Geotechnical Materials Testing, Inc.",,,Bensenville,IL,60106,
13-RC-061877,Labriola Baking Company,,,Alsip,IL,60803,
13-RC-062526,Westin Hotel,,,Itasca,IL,60143,
13-RC-062553,Illinois Central School Bus,,,Channahon,IL,60410,
13-RC-066199,"Lakeside Electric, LLC",,,Wheaton,IL,60189,
13-RC-067437,Tractor Company d/b/a CCS Trucking,,,Naperville,IL,60565,
13-RC-067884,"Garda CL Great Lakes, Inc.",garda CL,,Broadview,IL,60155,
13-RC-069209,Majestic Star Casino & Hotel (Majestic I),,,Gary,IN,46406,
13-RC-069256,Provena Home Care,,,Joliet,IL,60435,
13-RC-069943,C.P.O. Hospitality LLC d/b/a Crowne Plaza O'Hare Hotel,plaza hotel,Crowne plaza,Rosemont,IL,60018,
13-RC-070641,MedEx Ambulance Service,,,Skokie,IL,60077,
13-RC-070913,"Renzenberger, Inc.",Renzenberger,,Westchester,IL,60154,
13-RC-072443,PSC Environmental Services,PSC,,Elk Grove Village,IL,60007,
13-RC-073883,"Keystone-Calumet, Inc.",,,Chicago Heights,IL,60411,
13-RC-074694,Kennicott Brothers,,,Waukegan,IL,60085,
13-RC-077273,Chicago Tribune Company - CLTV Television,,,McLean,VA,22107,
13-RC-077433,"Thompson Hospitality Services, LLC",,,Chicago,IL,60628,
13-RC-078020,"Illinois Central School Bus Company, LLC",,,Channahon,IL,60410,
13-RC-079088,Rock-Tenn Company,,,North Chicago,IL,60064,
13-RC-081116,"Winebow, Inc.",,,Chicago,IL,60618,
13-RC-081261,"3-D Mechanical, Inc.",,,Gilberts,IL,60136,
13-RC-081546,"Marriot International, Inc. d/b/a Oakbrook Hills Marriot Resort",marriot ,Gaylord,Oak Brook,IL,60523,
